product_id,total_sales,margin_profit,cluster
14235,0.0399999991059302,0.5850000018253959,0
14159,0.4900000095367431,0.638000000268221,0
14202,3.0,0.588000001385808,0
28700,1.5,0.5960000013001263,0
13629,1.5099999904632568,0.5730000007897615,0
14298,3.440000057220459,0.6250000018626451,0
12536,1.75,0.4210000019520521,2
15332,5.460000157356263,0.5099999997764826,0
13659,1.8200000524520876,0.588000001385808,0
3049,1.950000047683716,0.5299999974668028,0
9043,3.900000095367432,0.6060000015422702,0
14549,1.9800000190734863,0.6039999984204769,0
28913,7.769999742507935,0.5860000010579826,0
15395,2.6700000762939453,0.47000000067055225,2
13662,5.900000095367432,0.5700000021606684,0
15744,2.950000047683716,0.5299999993294477,0
28921,5.900000095367432,0.5520000010728836,0
29008,5.900000095367432,0.5970000014640391,0
28548,2.950000047683716,0.5659999996423721,0
9220,8.850000143051147,0.6160000022500753,0
15349,2.950000047683716,0.46700000017881393,2
28862,2.950000047683716,0.5780000016093254,0
25276,8.97000002861023,0.397999998414889,2
12664,8.97000002861023,0.48600000143051136,2
28551,5.980000019073486,0.6030000015161932,0
12354,5.980000019073486,0.5059999991208315,2
12351,5.980000019073486,0.5120000001043081,0
9621,2.990000009536743,0.35199999809265137,2
15531,2.990000009536743,0.4519999995827675,2
28951,12.0,0.5770000014454126,0
628,3.1099998950958248,0.40700000151991844,2
15248,6.340000152587891,0.46000000089406967,2
13607,6.340000152587891,0.5970000014640391,0
9044,3.200000047683716,0.6370000019669533,0
28557,6.5,0.5990000014426188,0
12659,6.559999942779541,0.46100000105798244,2
29025,3.289999961853028,0.6300000008195639,0
12580,3.369999885559082,0.49100000038743014,2
12657,6.78000020980835,0.4770000008866191,2
13943,3.400000095367432,0.5730000007897617,0
15834,3.400000095367432,0.48100000061094766,2
28406,3.4600000381469727,0.5980000013951211,0
28715,17.40000009536743,0.6210000012069941,0
28679,7.0,0.5650000013411045,0
15784,10.5,0.5160000007599592,0
14248,14.0,0.5930000012740493,0
15419,3.5,0.5,2
28668,7.0,0.6490000002086163,0
13696,7.0,0.6080000018700957,0
24843,3.5999999046325684,0.36799999698996533,2
12689,7.34000015258789,0.4720000007655471,2
14118,3.700000047683716,0.6359999999403954,0
12602,3.75,0.4300000015646219,2
12684,3.880000114440918,0.43900000117719173,2
12612,7.800000190734864,0.4529999997466803,2
25046,7.900000095367432,0.3769999984651804,2
9035,3.950000047683716,0.6460000015795231,0
28873,15.800000190734863,0.6480000019073486,0
28577,7.960000038146973,0.6240000016987324,0
29112,7.980000019073486,0.5850000018253924,0
14167,3.990000009536743,0.6290000006556511,0
15788,3.990000009536743,0.4929999997839332,2
10938,15.960000038146973,0.4210000019520521,2
29065,7.980000019073486,0.6150000011548401,0
14274,11.97000002861023,0.6060000015422703,0
15805,7.980000019073486,0.465999998152256,2
13913,7.980000019073486,0.6100000012665987,0
15829,7.980000019073486,0.4859999995678662,2
13979,7.980000019073486,0.5710000023245811,0
12677,7.980000019073486,0.5059999991208316,2
9164,7.980000019073486,0.5520000010728836,0
28491,3.990000009536743,0.5780000016093254,0
12667,4.0,0.4450000002980232,2
15253,4.010000228881836,0.4950000001117587,2
13614,8.020000457763672,0.5750000011175871,0
28530,4.039999961853027,0.6120000015944242,0
28344,8.159999847412111,0.604000001680106,0
12628,4.099999904632568,0.42600000090897094,2
28970,4.130000114440918,0.6430000029504299,0
13940,12.450000286102295,0.5780000016093254,0
15824,12.450000286102295,0.5320000015199184,0
15757,4.210000038146973,0.4690000005066395,2
13921,12.630000114440918,0.6100000012665987,0
28705,8.539999961853027,0.6480000019073486,0
13944,4.380000114440918,0.5910000018775463,0
28657,4.380000114440918,0.613000001758337,0
15843,4.380000114440918,0.5379999987781048,0
25265,13.5,0.36400000005960464,2
28370,9.0,0.6180000007152557,0
15432,4.579999923706056,0.5359999984502793,0
28892,4.630000114440918,0.6240000016987324,0
14064,4.679999828338623,0.5520000010728836,0
13862,9.460000038146973,0.5610000006854535,0
15692,9.460000038146973,0.5399999991059303,0
28826,9.479999542236328,0.6320000030100346,0
28384,9.680000305175781,0.5950000016018748,0
9031,4.849999904632568,0.5930000012740493,0
9202,24.249999523162842,0.6010000015376136,0
28454,14.640000343322754,0.6180000007152557,0
28411,4.880000114440918,0.5730000007897614,0
24824,29.339999198913574,0.42099999822676176,2
25165,4.889999866485596,0.35199999809265126,2
15575,9.899999618530273,0.517000000923872,0
28711,9.899999618530273,0.5850000018253922,0
15569,9.899999618530273,0.5189999993890524,0
28457,14.84999942779541,0.6140000019222498,0
13791,19.799999237060547,0.61500000115484,0
10690,4.949999809265137,0.4720000007655471,2
14008,4.949999809265137,0.6390000022947788,0
13780,4.949999809265137,0.5580000020563601,0
