user_id,yearly_order_frequency,yearly_order_frequency_c,average_order_value,yearly_order_frequency_jittered,cluster
1,1.0,1.0,37.8799991607666,1.052407305650043,0
4,1.0,1.0,99.98999786376952,0.9511106830434856,0
5,1.0,1.0,15.0,0.8921095719695797,0
8,1.0,1.0,133.02000045776367,1.0338347106767654,0
10,1.0,1.0,32.95000076293945,1.0138899371996684,0
11,1.0,1.0,14.550000190734863,0.9748417304718828,0
12,1.0,1.0,45.9900016784668,1.0373227895906834,0
13,1.0,1.0,29.625,0.9764297697224156,0
17,1.0,1.0,14.0,1.0418187377370536,0
20,1.0,1.0,61.929999589920044,0.9593136894002638,0
22,1.0,1.0,184.9900016784668,1.0428857230880006,0
26,1.0,1.0,37.5,0.9023018873345454,0
27,1.0,1.0,18.96999931335449,1.0040489132899846,0
29,1.0,1.0,29.0,0.9374955946326561,0
30,1.0,1.0,110.0,0.9806447900418119,0
32,1.0,1.0,85.0,0.9967489050977237,0
33,1.0,1.0,13.489999771118164,0.9449878406509663,0
35,1.0,1.0,62.05999946594238,0.9745873992303697,0
36,1.0,1.0,12.0,1.0131246983714297,0
37,1.0,1.0,44.959999084472656,0.8612582203103508,0
39,1.0,1.0,119.99499893188477,1.0389354278072112,0
40,1.0,1.0,71.43000030517578,0.9262127967627819,0
42,1.0,1.0,119.0,1.0118421576792933,0
44,1.0,1.0,119.98999786376952,1.0243690558494836,0
45,1.0,1.0,92.68000030517578,1.0761995377051128,0
52,1.0,1.0,10.134999752044678,1.0548156742334358,0
56,1.0,1.0,125.0,1.0004189079517296,0
57,1.0,1.0,58.0,1.0792484555792323,0
59,1.0,1.0,160.1999969482422,1.0310065060103193,0
63,1.0,1.0,264.8899974822998,0.889410700403954,0
64,1.0,1.0,34.9900016784668,1.0259090101013655,0
68,1.0,1.0,57.80500030517578,1.0279716720941512,0
69,1.0,1.0,49.950000762939446,0.8919031404166997,0
73,1.0,1.0,39.5,1.030102942811614,0
76,1.0,1.0,57.970001220703125,0.9984006698966097,0
77,1.0,1.0,86.4900016784668,1.0824410667734286,0
80,1.0,1.0,29.989999771118164,1.060998676364842,0
83,1.0,1.0,39.9900016784668,1.0071263825385972,0
88,1.0,1.0,131.4900016784668,0.954714016189991,0
89,1.0,1.0,29.989999771118164,1.0105193206973657,0
92,1.0,1.0,76.1200008392334,1.0182544240186007,0
98,1.0,1.0,104.99000263214111,0.9151735251054411,0
99,1.0,1.0,54.5,1.0018063177710361,0
102,1.0,1.0,84.12000274658203,0.9460603519494727,0
103,1.0,1.0,69.9800033569336,1.0868546003317214,0
105,1.0,1.0,69.9800033569336,1.0001811336585738,0
106,1.0,1.0,42.9900016784668,1.1248188450910002,0
107,1.0,1.0,79.94999694824217,0.8894080087267439,0
109,1.0,1.0,99.0,0.9683357843605157,0
112,1.0,1.0,36.9900016784668,0.9234135633044622,0
118,1.0,1.0,11.199999809265137,0.9750209083434599,0
119,1.0,1.0,39.880001068115234,0.9847720700360697,0
120,1.0,1.0,324.0,0.9297076938347644,0
122,1.0,1.0,74.0,1.0462565121391663,0
128,1.0,1.0,52.27000045776367,1.0264099700949298,0
130,2.0,2.0,103.98999977111816,1.9593865812088294,1
135,1.0,1.0,44.5,0.9858107001316534,0
136,1.0,1.0,396.989990234375,0.9592214081169252,0
138,1.0,1.0,113.0,0.9835583819873821,0
143,1.0,1.0,23.989999771118164,1.0010657124632938,0
145,2.0,2.0,58.47500038146973,1.926583466283241,1
149,1.0,1.0,31.449999809265137,1.0176125835891114,0
150,1.0,1.0,79.97999954223633,1.0471119004448985,0
152,2.0,2.0,58.84999847412109,1.993200374165048,1
154,1.0,1.0,76.0,1.061376717636252,0
156,1.0,1.0,93.55499982833862,1.0628823575274922,0
157,1.0,1.0,79.94999694824217,1.0419882293576825,0
162,2.0,2.0,25.59999990463257,2.023853143420701,1
163,1.0,1.0,24.0,0.9804203311270956,0
165,1.0,1.0,22.450000762939453,1.022321350586552,0
171,2.0,2.0,306.2400007247925,2.0405942644109305,1
175,1.0,1.0,52.1599998474121,1.0423623597678624,0
176,1.0,1.0,9.949999809265137,1.0966809749327977,0
177,1.0,1.0,183.23000144958496,1.0099298445980698,0
178,1.0,1.0,59.0,1.0371370026278182,0
179,1.0,1.0,35.34000015258789,0.9880391932750776,0
180,1.0,1.0,249.4000015258789,1.0205140663459973,0
182,1.0,1.0,45.9950008392334,1.0202925876686808,0
183,1.0,1.0,397.9700050354004,1.0362570458455445,0
187,1.0,1.0,213.61999893188477,0.9218757038886427,0
190,1.0,1.0,8.0,1.062045634844819,0
192,1.0,1.0,419.0,1.059218803828234,0
193,1.0,1.0,174.98999977111816,1.021804136344854,0
199,1.0,1.0,209.0,0.9933535038305303,0
202,1.0,1.0,38.0,1.036568350299781,0
208,1.0,1.0,24.989999771118164,0.9764083637861249,0
211,1.0,1.0,34.9900016784668,1.0634132041485818,0
212,1.0,1.0,25.0,0.9928828909961048,0
214,1.0,1.0,105.03999996185303,0.9919286877294226,0
218,1.0,1.0,24.75,1.0395453996748423,0
219,2.0,2.0,82.21999931335448,1.997777560939246,1
221,1.0,1.0,185.99499988555908,0.9633419662631093,0
226,1.0,1.0,53.549999237060554,0.9783667392348848,0
228,1.0,1.0,32.94000053405762,0.8405937304234286,0
231,1.0,1.0,88.79999923706055,1.0089170095733881,0
232,1.0,1.0,54.9900016784668,1.006601778769071,0
237,1.0,1.0,119.0,1.0123981311014443,0
240,1.0,1.0,205.97000122070312,0.9259395691423689,0
241,1.0,1.0,52.07000017166138,0.9802822921398718,0
245,1.0,1.0,198.86000061035156,1.0325677088422445,0
249,2.0,2.0,97.41999912261963,2.0066640900584,1
252,1.0,1.0,44.5,0.9946237428275118,0
253,1.0,1.0,100.0,1.027887903065296,0
255,1.0,1.0,340.4900016784668,0.9708276276848101,0
256,1.0,1.0,218.5,0.927694958477206,0
258,1.0,1.0,22.0,0.9137482620099763,0
263,1.0,1.0,103.97000312805176,0.9631247303751066,0
264,1.0,1.0,116.5,0.8797632728942585,0
267,1.0,1.0,202.4850034713745,0.9357119521853395,0
269,1.0,1.0,49.9900016784668,0.9423431184958299,0
273,1.0,1.0,50.0,1.0842843951800611,0
276,1.0,1.0,52.96999931335449,1.0345542641974637,0
277,2.0,2.0,62.0,2.0427970089162946,1
282,1.0,1.0,123.27999973297119,0.9628752920413408,0
283,1.0,1.0,35.16999816894531,1.0250555777873507,0
285,1.0,1.0,175.0,0.9974147153642672,0
286,1.0,1.0,32.349998474121094,1.0085023110274334,0
287,1.0,1.0,237.3400001525879,1.0536018349665017,0
289,1.0,1.0,29.989999771118164,1.006190926707421,0
292,1.0,1.0,25.5,1.0164111720867965,0
293,1.0,1.0,155.0,1.050001393698958,0
296,1.0,1.0,88.80000305175781,0.9415162476815659,0
300,1.0,1.0,59.5,1.0073500467075704,0
301,1.0,1.0,148.5800018310547,0.9109328641497361,0
306,1.0,1.0,90.01000213623048,1.0435334819029887,0
307,1.0,1.0,28.0,0.982175355822105,0
311,1.0,1.0,14.949999809265137,1.0174308926304925,0
322,2.0,2.0,60.98999881744384,1.947434726488143,1
325,1.0,1.0,199.98999977111816,1.066790630207379,0
328,1.0,1.0,108.0,0.9125550169069889,0
333,1.0,1.0,150.89999771118164,0.990315647092472,0
340,1.0,1.0,72.94000053405762,1.0727585023620825,0
341,1.0,1.0,25.989999771118164,0.9598194990103496,0
342,1.0,1.0,18.5,1.004153013292488,0
345,1.0,1.0,69.0,0.9743785963794648,0
348,1.0,1.0,88.0,1.078323837115958,0
349,1.0,1.0,132.0,1.019093179601515,0
355,1.0,1.0,9.4399995803833,0.9720974204670058,0
358,1.0,1.0,34.0,1.023771290692367,0
360,2.0,2.0,104.96999931335449,2.0088796292132804,1
362,1.0,1.0,160.0,1.0203467863082294,0
365,1.0,1.0,427.0,1.0337008669656194,0
366,1.0,1.0,24.26000022888184,1.0292744774849572,0
369,1.0,1.0,199.9900054931641,0.9425598984528206,0
370,1.0,1.0,39.0,0.9466188977248043,0
371,1.0,1.0,5.989999771118164,1.0674793379285326,0
372,1.0,1.0,64.0,0.9433897427460234,0
374,1.0,1.0,139.93999862670898,1.0429414727791926,0
375,1.0,1.0,73.91999816894531,1.0882277141734513,0
377,2.0,1.5,229.47333272298178,2.0338950021508797,1
382,1.0,1.0,69.43000221252441,0.9578612961483186,0
384,2.0,2.0,77.4900016784668,1.9455625864495585,1
385,1.0,1.0,67.1899995803833,1.041345877319466,0
389,1.0,1.0,8.989999771118164,1.025080578030635,0
390,1.0,1.0,45.0,1.0178156489070695,0
393,1.0,1.0,216.93000411987305,0.9196418126271797,0
396,1.0,1.0,25.0,1.0800254145335708,0
399,1.0,1.0,322.74000358581543,1.0226816843174011,0
404,1.0,1.0,129.99000549316406,0.9138044785382964,0
407,1.0,1.0,20.0,1.0267458912667717,0
411,1.0,1.0,25.0,1.0219254804919857,0
413,1.0,1.0,32.0,0.9489602529392877,0
416,1.0,1.0,51.96999931335449,0.9546461995322075,0
424,1.0,1.0,51.9900016784668,0.9354298695945082,0
429,1.0,1.0,40.540000915527344,1.0959610903503,0
439,1.0,1.0,18.989999771118164,1.0137639234085067,0
443,1.0,1.0,25.0,1.050467363198276,0
447,1.0,1.0,52.44000053405762,0.9722660707963017,0
449,1.0,1.0,135.0,0.9996507624784786,0
452,1.0,1.0,625.0,0.8670614441890936,0
453,1.0,1.0,96.0,0.967195805042564,0
456,1.0,1.0,198.0999984741211,0.9761691752047105,0
461,1.0,1.0,12.989999771118164,0.9965646013992135,0
466,1.0,1.0,205.0,0.974458842479537,0
470,1.0,1.0,12.949999809265137,1.0105978756858145,0
475,1.0,1.0,7.019999980926514,1.050974805459815,0
478,1.0,1.0,38.0,1.0163249330802355,0
479,2.0,2.0,76.23499989509583,1.9986916143763145,1
481,1.0,1.0,29.989999771118164,0.9576671059688837,0
482,1.0,1.0,65.88000106811523,0.9757866580986005,0
485,1.0,1.0,149.02999877929688,0.9655711721681296,0
